ID,Title,News Logo,Alttext,Titletext,News Url,Body,UserIDNumber,Date
7241,Best Practices for How to Lay Off Employees,inc-logo_2.jpg,Best Practices for How to Lay Off Employees,Best Practices for How to Lay Off Employees,https://www.inc.com/sara-sutton-fell/3-best-practices-for-laying-off-employees.html,"<p>Layoffs are hard for everyone involved, but the degree to which a company is harmed often comes down to how the affected employers handle the situation during and after...</p>
",11,5/30/2018 13:02
7236,RiseSmart: A Tailored Approach to Outplacement,reward-expert-logo.png,RiseSmart: A Tailored Approach to Outplacement,RiseSmart: A Tailored Approach to Outplacement,https://www.rewardexpert.com/blog/risesmart-a-tailored-approach-to-outplacement/,"<p>No one likes to let good, hardworking employees go. However, doing so is sometimes necessary when running a successful company, whether the layoffs are the result of a relocation, consolidation, merger, acquisition, restructuring or strategic change in business direction.</p>
",11,5/29/2018 13:02
7246,Best HR Practices For Acquisitions,bw-businessworld-logo_0.jpg,Best HR Practices For Acquisitions,Best HR Practices For Acquisitions,http://businessworld.in/article/Best-HR-Practices-For-Acquisitions/19-05-2018-149599/,"<p>Mergers and acquisitions are entered into by companies excited about establishing a larger market share, increasing profitability, and growing from the acquisition of new products and new customers. No matter the reason, these deals fail at an alarming rate...</p>
",11,5/19/2018 13:02
7231,Here's How Blockchain Will Become a Necessity for HR,entrepreneur-150_2.jpg,Here's How Blockchain Will Become a Necessity for HR,Here's How Blockchain Will Become a Necessity for HR,https://www.entrepreneur.com/article/313532,"<p>We are already living in a digital age but soon a wave of technological disruptions will change the current HR scenario. While AI is already making it big, Blockchain will revolutionise the way data is shared...</p>
",11,5/16/2018 13:02
7256,Embrace the Changing Tides of HR and the Employee Relationship Economy Era,hr.com-logo_2.jpg,Embrace the Changing Tides of HR and the Employee Relationship Economy Era,Embrace the Changing Tides of HR and the Employee Relationship Economy Era,http://design.hr.com/ExcellenceEssentials/TM/2018/TM_MAY2018/page_15.html,"<p>More than 63-million people changed or separated from their jobs in 2017. According to the Bureau of Labor Statistics, this marks the highest turnover in nearly two decades. Even as employees enter and exit organizations at a high rate, employer-employee relationships have evolved...</p>
",11,5/14/2018 13:02
7096,Data-Driven HR: How Big Data And Analytics Are Transforming Recruitment,forbes-logo_1.jpg,Data-Driven HR: How Big Data And Analytics Are Transforming Recruitment,Data-Driven HR: How Big Data And Analytics Are Transforming Recruitment,https://www.forbes.com/sites/bernardmarr/2018/05/04/data-driven-hr-how-big-data-and-analytics-are-transforming-recruitment/#4450aaac2d1f,"<p>A strong employer brand will make all the difference in your attempts to keep employees happy and attract the best talent into the company. One Risesmart study found that <a data-ga-track=""ExternalLink:https://info.risesmart.com/wp-rg-insight-whitepaper?utm_campaign=2017.5.1_WP_Insight_Whitepaper&utm_source=website"" href=""https://info.risesmart.com/wp-rg-insight-whitepaper?utm_campaign=2017.5.1_WP_Insight_Whitepaper&utm_source=website"" rel=""nofollow"" target=""_blank"">84% of employees</a> would consider jacking in their current job to move to an employer with a fantastic reputation – even if the salary bump wasn’t that big.</p>
",11,5/4/2018 10:44
7101,5 ways HR has evolved in the last decade to put people first,your-story-logo.jpg,5 ways HR has evolved in the last decade to put people first,5 ways HR has evolved in the last decade to put people first,https://yourstory.com/2018/05/ways-hr-evolved-in-last-decade-put-people-first/,"<p>The world of work has changed drastically over the past 10 years—so it’s no surprise that the role of HR has evolved too. From the 2008 recession to major technological advances, the events over the past decade shape how we work today.</p>
",11,5/3/2018 10:44
7076,When Should Employers Tell Employees That Layoffs Are Looming?,shrm-logo_0.jpg,When Should Employers Tell Employees That Layoffs Are Looming?,When Should Employers Tell Employees That Layoffs Are Looming?,https://www.shrm.org/resourcesandtools/hr-topics/talent-acquisition/pages/when-should-employers-tell-employees-that-layoffs-are-looming.aspx,"<p>Many employers don't plan adequately for layoffs and don't inform employees soon enough that a staff reduction might be needed, according to HR and legal experts... ...A town hall meeting can work if large numbers of people are affected. ""Be as transparent as possible with the communications,"" said Lindsay Witcher, senior director, global practice strategy, for RiseSmart, an outplacement services provider based in San Jose, Calif...</p>
",11,4/17/2018 10:45
7066,The Role of HR in Protecting The Employer Brand,bw-people.in-logo.jpg,The Role of HR in Protecting The Employer Brand,The Role of HR in Protecting The Employer Brand,http://bwpeople.businessworld.in/article/The-Role-of-HR-in-Protecting-The-Employer-Brand/16-04-2018-146516/,"<p><i>The first step towards establishing and maintaining a positive and healthy workplace culture is creating positive experiences at every stage of an employee’s interaction with the organization.This article is authored by Joel Paul - Director of Operations -India, RiseSmart.</i></p>
",11,4/16/2018 10:45
7061,Why You Should Hire Candidates Who Have Been Laid Off,business-news-daily-logo_1.jpg,Why You Should Hire Candidates Who Have Been Laid Off,Why You Should Hire Candidates Who Have Been Laid Off,https://www.businessnewsdaily.com/10688-hiring-laid-off-employees.html,"<p>Finding a job is hard on its own, but when you tack on the stress of finding a job when you've been laid off from a previous one, it's doubly harder. Employers can be weary of candidates who have been laid off, because the reason for the layoff is not always clear. However, being downsized does not mean that an employee is not skilled, dedicated, hard-working and ready to take on another opportunity.</p>
",11,4/16/2018 10:44
7056,These Are Some Of The Weirdest Interview Questions We’ve Heard,fast-company-logo_3.jpg,These Are Some Of The Weirdest Interview Questions We’ve Heard,These Are Some Of The Weirdest Interview Questions We’ve Heard,https://www.fastcompany.com/40554471/these-are-some-of-the-weirdest-interview-questions-weve-heard,"<p><a href=""https://www.fastcompany.com/40541115/exactly-what-you-need-to-know-to-land-a-job-at-theskimm"">Plenty</a> of <a href=""https://www.fastcompany.com/40550620/23andme-plans-to-hire-200-people-in-2018-heres-how-to-be-one-of-them"">companies</a> (especially <a href=""https://www.fastcompany.com/40537738/im-microsofts-head-of-talent-heres-how-to-get-hired"">in tech</a>) are hiring this year. Yet when so many job seekers are jockeying to show off their technical chops and emotional intelligence, there are still times when the interviewer throws a major curveball.</p>
",11,4/11/2018 10:44
6996,A Look Inside Today’s Worker-Employer Relationship,huntscanlonmedia-logo_0.jpg,A Look Inside Today’s Worker-Employer Relationship,A Look Inside Today’s Worker-Employer Relationship,https://huntscanlon.com/a-look-inside-todays-worker-employer-relationship/,"<p>How are companies handling their talent management strategies in this new era for HR professionals? Let’s take an inside look at a new report, compliments of RiseSmart.</p>
",11,4/4/2018 10:45
7001,Have I-T firms in Hyderabad even heard of Outplacement?,the-new-indian-express-logo.jpg,Have I-T firms in Hyderabad even heard of Outplacement?,Have I-T firms in Hyderabad even heard of Outplacement?,http://www.newindianexpress.com/cities/hyderabad/2018/apr/04/have-i-t-firms-in-hyderabad-even-heard-of-outplacement-1796723.html,"<p>HYDERABAD: Workforce restructuring is the new buzzword in the IT sector and an increasing number of software and allied professionals are being fired by companies across the board. However, the kind of support that retrenched employees got during the economic meltdown of 2008 & 09 —like outplacement opportunities and assistive support —is not being made available today.</p>
",11,4/4/2018 10:44
7016,Sunny outlook for IT sector this summer,the-new-indian-express-logo_0.jpg,Sunny outlook for IT sector this summer,Sunny outlook for IT sector this summer,http://www.newindianexpress.com/cities/hyderabad/2018/mar/22/sunny-outlook-for-it-sector-this-summer-1790652.html,"<p>HYDERABAD: Techies, aspirants and sector specialists are concerned about the performance of the IT & ITES sectors as layoffs continue across verticals. However, a new survey conducted amongst IT employers in the country suggests ‘favourable’ hiring prospects in the coming quarter: April-June. However, prospects of fresh hiring remain low compared to previous years.</p>
",11,3/22/2018 10:44
6931,The New Retirement: 4 Ideas to Help HR With Its Mature-Age Employees,workforce-logo.jpg,The New Retirement: 4 Ideas to Help HR With Its Mature-Age Employees,The New Retirement: 4 Ideas to Help HR With Its Mature-Age Employees,http://www.workforce.com/2018/03/15/new-retirement-4-ideas-help-hr-mature-age-employees/,"<p>HR leaders must focus on new policies that are beneficial for employees as well as the organizations that offer them.</p>
",11,3/15/2018 10:45
6926,RiseSmart: Accentuating office interiors,timesjobs-jobsandcareers-logo.jpg,RiseSmart: Accentuating office interiors,RiseSmart: Accentuating office interiors,http://content.timesjobs.com/RiseSmart-Accentuating-office-interiors/Reception/slideshow/63298672.cms,"<p>RiseSmart, a Randstad company, is the leading provider of contemporary career transition services for organisations in more than 40 industries and 80 countries. Timesjobs (owned and operated by The Times of India) has a section on corporate galleries that features modern employers and their offices. RiseSmart's very cool offices in Pune received coverage. Nice slide show of our offices!</p>
",11,3/14/2018 10:45
6936,How to Give Positive Feedback and Stay Realistic at the Same Time,inc-logo_1.jpg,How to Give Positive Feedback and Stay Realistic at the Same Time,How to Give Positive Feedback and Stay Realistic at the Same Time,https://www.inc.com/wanda-thibodeaux/how-to-give-feedback-your-listener-actually-can-learn-from.html?cid=search,"<p>Dan Davenport knows this delicate dance intimately. As the President and General Manager at career and outplacement solutions company <a href=""https://www.risesmart.com/"" rel=""nofollow"" target=""_blank"">RiseSmart</a>, he spends much of his time teaching people how to turn setbacks around so they can move forward.</p>
",11,3/13/2018 10:45
6941,EMPLOYMENT IT/telecom job lay-offs: Outplacement services firms gaining traction in India,the-week-logo.jpg,EMPLOYMENT IT/telecom job lay-offs: Outplacement services firms gaining traction in India,EMPLOYMENT IT/telecom job lay-offs: Outplacement services firms gaining traction in India,https://www.theweek.in/news/biz-tech/2018/03/09/it-telecom-job-lay-offs-outplacement-services-risesmart.html,"<p>RiseSmart, a US-based outplacement services company with its Indian operations headquartered out of Pune, is trying to make traction in the Indian market with its services and feels that it is the need of the hour in India.</p>
",11,3/9/2018 10:45
6951,RiseSmart Launches New Career Transition Service,huntscanlonmedia-logo.jpg,RiseSmart Launches New Career Transition Service,RiseSmart Launches New Career Transition Service,https://huntscanlon.com/risesmart-launches-new-career-transition-service/,"<p>RiseSmart, a provider of contemporary career transition services – a space which more search firms are looking at entering – has announced a new service called RiseSmart Express, a suite of career transition solutions and workshops tailored for small and medium businesses.</p>
",11,3/6/2018 10:45
6946,Technological training solution for small businesses: Interview,digital-journal-logo.jpg,Technological training solution for small businesses: Interview,Technological training solution for small businesses: Interview,http://www.digitaljournal.com/business/technological-training-solution-for-small-businesses-interview/article/516436,"<p>85 million workers in the U.S. are employed by small-to-medium sized businesses. In the event of a workforce restructuring, employees are rarely offered outplacement services because packages are too expensive. A new solution is RiseSmart Express.</p>
",11,3/4/2018 10:45
7006,'Outplacement Ensures Organizations Achieve Positive Outcomes After Layoff Impact',bw-businessworld-logo.jpg,'Outplacement Ensures Organizations Achieve Positive Outcomes After Layoff Impact','Outplacement Ensures Organizations Achieve Positive Outcomes After Layoff Impact',http://businessworld.in/article/Outplacement-Ensures-Organizations-Achieve-Positive-Outcomes-After-Layoff-Impact-Joel-Paul-Director-India-RiseSmart-/03-04-2018-145260/,"<p>In an interview with BW Businessworld, Joel Paul, Director of Operations, India– RiseSmart talks about the opportunites for outplacement services, getting back to employment after layoff and the role of technology.</p>
",11,3/4/2018 10:44
6956,RiseSmart Announces Availability of Career Transition Solutions Suite RiseSmart Express™ ,hr-technologist-logo_1.png,RiseSmart Announces Availability of Career Transition Solutions Suite RiseSmart Express™ ,RiseSmart Announces Availability of Career Transition Solutions Suite RiseSmart Express™ ,https://www.hrtechnologist.com/news/employee-engagement/risesmart-announces-availability-of-career-transition-solutions-suiterisesmart-express/,"<p><strong>San Jose, CA: </strong>RiseSmart, a Randstad company and the outplacement providers, today announced the availability of RiseSmart Express™, a suite of career transition solutions and workshops tailored for small and medium businesses. RiseSmart Express helps companies provide soft landings for impacted employees by quickly connecting them to certified career coaches and resume writers, new job opportunities, and a technology platform that facilitates networking and rapid reemployment.</p>
",11,2/28/2018 10:45
6841,How tech professionals can use virtual career coaching to boost their skills,techrepublic-logo.jpg,How tech professionals can use virtual career coaching to boost their skills,How tech professionals can use virtual career coaching to boost their skills,https://www.techrepublic.com/article/how-tech-professionals-can-use-virtual-career-coaching-to-boost-their-skills/,"<p>Virtual coaching can take place through almost any means except in-person meetings, including email and phone. The process can help with a variety of professional topics, including career development, team alignment, and leadership development. For example, coaching company <a href=""https://www.risesmart.com/"" target=""_blank"">RiseSmart</a> works with employees looking for work after layoffs or downsizing.</p>
",11,2/22/2018 10:45
6846,Take These Steps To Boost Morale After Layoffs,fast-company-logo_2.jpg,Take These Steps To Boost Morale After Layoffs,Take These Steps To Boost Morale After Layoffs,https://www.fastcompany.com/40531796/take-these-steps-to-boost-morale-after-layoffs,"<p>You might think that employees who survive layoffs feel lucky or valued, but a <a href=""https://www.risesmart.com/about-us/press-releases/risesmart-study-reveals-critical-need-support-employees-who-remain-after"">study</a> by outplacement provider <a href=""https://www.risesmart.com/"">RiseSmart</a> finds that surviving team members have unique challenges that can hurt their productivity, and 43% of companies are not prepared for the impact.</p>
",11,2/21/2018 10:45
7011,2018: A New Approach to the Employee Journey,recruiter-logo_4.jpg,2018: A New Approach to the Employee Journey,2018: A New Approach to the Employee Journey,https://www.recruiter.com/i/2018-a-new-approach-to-the-employee-journey/,"<p>In 2018, the employee journey will undoubtedly be a major concern for HR leaders. To win the war for talent, these leaders must create <a href=""https://www.recruiter.com/employee-engagement.html"" target=""_blank"">employee experiences</a> that support employees at every step of the way, from recruiting and onboarding to career development and transition.</p>
",11,2/6/2018 10:44
6766,RiseSmart report offers tips to avoid downsizing backlash,hrdailywire-logo_0.jpg,RiseSmart report offers tips to avoid downsizing backlash,RiseSmart report offers tips to avoid downsizing backlash,https://hrdailywire.com/stories/511321562-risesmart-report-offers-tips-to-avoid-downsizing-backlash,"<div class=""pl-ad"">
<p>A new RiseSmart study shows some of the trends taking place in the world of human resources that present challenges for companies. The study, released Jan. 25, revealed almost half of responding companies don't prepare for the after effects of layoffs, which can leave an office with reduced productivity, understaffing and disgruntled remaining employees.</p>
</div>
<p> </p>
",11,1/25/2018 10:45
6701,Here’s Why Everyone Applies for New Jobs in January,brit-co-logo.jpg,Here’s Why Everyone Applies for New Jobs in January,Here’s Why Everyone Applies for New Jobs in January,https://www.brit.co/job-hunting-in-january/,"<p>January is <a href=""https://www.brit.co/tips-for-january-job-hunting/"" target=""_blank"">job-hunting season</a>. And despite the help of tech tools such as <a href=""https://www.brit.co/this-new-google-feature-makes-job-hunting-a-breeze/"" target=""_blank"">Google for Jobs</a> and your totally perfect Kate Spade-specked <a href=""https://www.brit.co/what-to-wear-to-an-interview/"" target=""_blank"">interview outfit</a>, job hunting is still just that — a hunt. Perhaps it’s the hope and promise of the new year that allows us (and it is <em>lots</em> of us) to temporarily forget this fact and keep pushing forward...</p>
",11,1/2/2018 10:45
6681,Employees wanted: New skills needed for retail of the future,fierce-retail-logo.jpg,Employees wanted: New skills needed for retail of the future,Employees wanted: New skills needed for retail of the future,https://www.fierceretail.com/operations/employees-wanted-new-skills-needed-for-retail-future,"<p>Clearly 2017 has been a big year of merger and acquisitions in retail. But what do these changes mean for the hiring and laying off of the retail workforce? We spoke with Emily Elder, practice development manager at RiseSmart, to learn more about jobs and hiring in a volatile retail environment...</p>
",11,12/28/2017 10:45
6641,Outplacement Major RiseSmart Finds a New CCO in Karen O'Boyle,hr-technologist-logo_0.png,Outplacement Major RiseSmart Finds a New CCO in Karen O'Boyle,Outplacement Major RiseSmart Finds a New CCO in Karen O'Boyle,https://www.hrtechnologist.com/news/employee-engagement/outplacement-major-risesmart-finds-a-new-cco-in-karen-oboyle/,"<p>Career transition services provider RiseSmart, has just <a href=""https://www.risesmart.com/about-us/press-releases/risesmart-appoints-karen-oboyle-chief-commercial-officer"" target=""_blank"">announced</a> the addition of Karen O'Boyle to their C-level team. She joins the company as Chief Commercial Officer or CCO, bringing valuable experience in <a href=""https://www.hrtechnologist.com/news/requisitionjob-posting/jobables-human-capital-analytics-creates-smart-visualizations-and-gives-critical-insights/"" target=""_blank"">human capital</a> services and management. The hire seeks to boost the company’s market presence and jumpstart businesses.</p>
",11,12/26/2017 10:45
6646,RiseSmart promotes Davenport to CEO,hrdailywire-logo.jpg,RiseSmart promotes Davenport to CEO,RiseSmart promotes Davenport to CEO,https://hrdailywire.com/stories/511297502-risesmart-promotes-davenport-to-ceo,"<div class=""pl-ad"">
<p>The RiseSmart company is on the vanguard of ""career transition services"" -- a key part of HR that helps make connections that people need throughout their career trajectories. RiseSmart is developing some interesting tech to help match people to jobs -- a proprietary, award-winning technology platform called Insight delivers a complete system of record for real-time outplacement performance tracking and analysis, which helps support the HR teams that RiseSmart serves.</p>
</div>
<p> </p>
",11,12/15/2017 10:45
6616,4 Reasons Why Redeployment is an Effective Employee Retention Strategy,entrepreneur-150_1.jpg,4 Reasons Why Redeployment is an Effective Employee Retention Strategy,4 Reasons Why Redeployment is an Effective Employee Retention Strategy,https://www.entrepreneur.com/article/306086#,"<p>Whether it’s reorganization or acquisition, organizations with a desire to establish an internal culture of mobility should consider redeployment as a standard workforce management program. As a talent retention strategy, redeployment is a great way to keep the most skilled, market-ready team members for new roles within an organization...</p>
",11,12/13/2017 10:45
6531,3 Types of Bad Bosses and How to Deal with Them,business-news-daily-logo_0.jpg,3 Types of Bad Bosses and How to Deal with Them,3 Types of Bad Bosses and How to Deal with Them,https://www.businessnewsdaily.com/9642-types-of-bad-bosses.html,"<p>Going into the office every day and dealing with a difficult boss can be draining. It makes you dread the time you spend in the office and may have you heading for the door...</p>
",11,12/6/2017 10:45
6536,How to re-engage employees post-downsizing and increase productivity,hindustantimes.jpg,How to re-engage employees post-downsizing and increase productivity,How to re-engage employees post-downsizing and increase productivity,http://www.hindustantimes.com/education/how-to-re-engage-employees-post-downsizing-and-increase-productivity/story-n5VtHa0yRPIC9LlbXzoGhK.html,"<p> Reductions in force, despite their recent frequency due to technological advances and other workplace trends, still pose challenges for managers who must deliver the notification to valuable employees...</p>
",11,12/1/2017 10:45
6541,Outplacement and redeployment firms have become the new normal; here's how they can help employees in distress,ibt-international-business-times-logo.jpg,Outplacement and redeployment firms have become the new normal; here's how they can help employees in distress,Outplacement and redeployment firms have become the new normal; here's how they can help employees in distress,http://www.ibtimes.co.in/outplacement-redeployment-firms-have-become-new-normal-heres-how-they-can-help-employees-750762,"<p>Layoffs have surged in India in recent times. Hence, the demand for outplacement and redeployment services has also shot up substantially. Here's how it helps you...</p>
",11,11/25/2017 10:45
6546,6 Creative Ways to Burn Your Unused Vacation Days,money-logo_3.jpg,6 Creative Ways to Burn Your Unused Vacation Days,6 Creative Ways to Burn Your Unused Vacation Days,http://time.com/money/5029576/how-to-use-vacation-days/,"<p>It’s the end of the year, and you’ve got some vacation days to burn...“One year I took Wednesdays off for a few months to help plan for an event,” says Emily Elder, Practice Development Manager at the career consultancy RiseSmart. “I was energized during my work days and the disruption to my team and my work was minimal. It was fun.”...</p>
",11,11/21/2017 10:45
6551,Looking for a job? Here are six steps to perfect your resume,the-indian-express-logo.jpg,Looking for a job? Here are six steps to perfect your resume,Looking for a job? Here are six steps to perfect your resume,http://indianexpress.com/article/jobs/looking-for-a-job-here-are-six-steps-to-create-a-resume-4943320/,"<p>Whether you are currently looking for a job or not, it is always a good idea to keep your resume up to date. It is important to customize your resume by using impactful statements and strategic keywords to show that you are a good fit for any job you apply for...</p>
",11,11/20/2017 10:45
3766,October jobs report shows hiring bounces back,moneywatch-logo.jpg,October jobs report shows hiring bounces back,October jobs report shows hiring bounces back,https://www.cbsnews.com/news/october-jobs-report-shows-hiring-bounces-back/,"<p>U.S. businesses hired robustly in October, partly reversing the depressed hiring in September thanks to Hurricanes Harvey and Irma. Some 261,000 jobs were added and the unemployment rate ticked down to 4.1 percent. That's less than the approximately 300,000 economists had been expecting...</p>
",11,11/3/2017 10:45
3756,Redefining Goodbyes and Farewells,human-capital-logo.jpg,Redefining Goodbyes and Farewells,Redefining Goodbyes and Farewells,https://info.risesmart.com/hubfs/Assets/Human_Capital_article.pdf,"<p>Human Capital was involved in a conversation with Joel Paul, Director of Operations, RiseSmart India, over the need of redeployment specialists in the present day corporate landscape and also on the various services that are being doled out towards outplacement and career transition by RiseSmart India.</p>
",11,11/1/2017 10:45
3751,How to Do Right By Employees -- and the Company -- During a Workforce Change Like the Recent Tesla Firings ,entrepreneur-150_0.jpg,How to Do Right By Employees -- and the Company -- During a Workforce Change Like the Recent Tesla Firings ,How to Do Right By Employees -- and the Company -- During a Workforce Change Like the Recent Tesla Firings ,https://www.entrepreneur.com/article/303614,"<p>Even in a relatively upbeat economy with low unemployment, mass firings and major layoffs are big news, often putting brands under an unwelcome microscope. Recently, Tesla found itself in the spotlight over a decision to let go of hundreds of employees for low performance. In response, impacted employees have made the news claiming their terminations were a result of cost-cutting measures and a thinly veiled layoff.</p>
",11,10/26/2017 10:46
3746,Top 10 HR products of 2017 [RiseSmart Insight by RiseSmart],hrkatha-logo.png,Top 10 HR products of 2017 [RiseSmart Insight by RiseSmart],Top 10 HR products of 2017 [RiseSmart Insight by RiseSmart],http://www.hrkatha.com/news/1776-top-10-hr-products-of-2017,"<p>This unique solution focusses on leaving employees and past employees, helping organisations manage their market perception well. It provides HR professionals and leaders with a complete system of record for real-time outplacement performance tracking and analysis. With RiseSmart Insight, companies can track and analyse outplacement performance and can view the status of transitioning employees in real time.</p>
",11,10/26/2017 10:45
3721,A new synonym for caring,thehindu-logo.png,A new synonym for caring,A new synonym for caring,https://info.risesmart.com/hubfs/Assets/The-Hindu_11th-Oct_Pg%202.jpg,"<p>Outplacement shows that an organisation is interested in an employee's welfare even after he has been struck off the rolls. As companies downsize due to an increased reliance on technology, HR teams are finding themselves focused on helping impacted employees transition out of their organisations.</p>
",11,10/11/2017 10:45
3716,NCDEX witnesses more participation of farmers on FPO platform,toi-logo.jpg,NCDEX witnesses more participation of farmers on FPO platform,NCDEX witnesses more participation of farmers on FPO platform,https://timesofindia.indiatimes.com/business/india-business/ncdex-witnesses-more-participation-of-farmers-on-fpo-platform/articleshow/61022267.cms,"<p>Mumbai, Oct 10 () National Commodity and Derivatives Exchange Ltd (NCDEX) today said it has witnessed increased participation of farmers on its farmer-producer organisation (FPO) platform. FPO from Kerala has started trading on the platform in September and with this the Exchange has increased its reach to 14 states in terms of FPO participation, a statement issued here said.</p>
",11,10/10/2017 10:45
3661,Raising the Bar - HRE announces 2017 Top HR Product awards,human-resource-executive-logo-150.png,Raising the Bar - HRE announces 2017 Top HR Product awards,Raising the Bar - HRE announces 2017 Top HR Product awards,http://www.humanresourceexecutive-digital.com/humanresourceexecutive/october_2__2017?pg=111#pg111,"<p>RiseSmart Insight provides HR professionals and leaders with a complete system of record for real-time outplacement performance tracking and analysis... It is further evidence of how RiseSmart has taken the outplacement process and pretty much perfected it.</p>
",11,10/2/2017 10:45
